"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","bankable"
57,"Private",195835,"Some-college",10,"Married-spouse-absent","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
79,"Self-emp-not-inc",103684,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Private",278576,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
73,"Private",220019,"9th",5,"Widowed","Other-service","Unmarried","White","Female",0,0,9,"United-States","<=50K"
28,"?",131310,"12th",8,"Married-civ-spouse","?","Wife","White","Female",0,0,20,"Germany","<=50K"
46,"Private",202560,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
24,"Private",206671,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
18,"Private",31983,"12th",8,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
27,"Private",491421,"5th-6th",3,"Never-married","Farming-fishing","Unmarried","White","Male",0,0,50,"United-States","<=50K"
44,"Private",228124,"HS-grad",9,"Married-spouse-absent","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
19,"?",217194,"10th",6,"Never-married","?","Own-child","White","Male",0,0,30,"United-States","<=50K"
18,"Private",108892,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,12,"United-States","<=50K"
43,"Private",180096,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
19,"Private",150553,"Some-college",10,"Never-married","Sales","Own-child","Asian-Pac-Islander","Female",0,0,18,"Philippines","<=50K"
77,"Private",123959,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,32,"United-States","<=50K"
29,"Self-emp-not-inc",33798,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
22,"Private",298489,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
30,"?",101697,"Bachelors",13,"Married-civ-spouse","?","Wife","White","Female",0,0,20,"United-States","<=50K"
31,"Private",144064,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States",">50K"
37,"Private",42645,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
41,"Private",104892,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
46,"Private",191389,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,28,"United-States",">50K"
42,"Private",183241,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States",">50K"
29,"Private",91547,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
39,"Private",269455,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States","<=50K"
22,"Private",118310,"Assoc-acdm",12,"Never-married","Prof-specialty","Own-child","White","Female",0,0,16,"United-States","<=50K"
41,"Local-gov",195897,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","<=50K"
31,"Self-emp-not-inc",216283,"Assoc-acdm",12,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,35,"United-States",">50K"
41,"Private",152636,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Female",0,0,50,"United-States","<=50K"
29,"State-gov",214284,"Masters",14,"Never-married","Prof-specialty","Unmarried","Asian-Pac-Islander","Female",0,0,20,"Taiwan","<=50K"
17,"Private",231439,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K"
65,"State-gov",29276,"7th-8th",4,"Widowed","Other-service","Other-relative","White","Female",0,0,24,"United-States","<=50K"
52,"Self-emp-not-inc",104501,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,60,"United-States",">50K"
27,"Private",85625,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,22,"United-States","<=50K"
53,"Private",340723,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
86,"Private",149912,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
32,"Private",171091,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",">50K"
25,"Local-gov",182380,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
60,"Private",118197,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,65,"United-States","<=50K"
51,"Private",205100,"Some-college",10,"Divorced","Sales","Not-in-family","White","Female",0,0,45,"United-States",">50K"
62,"Private",210935,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,20,"United-States","<=50K"
35,"Self-emp-not-inc",233533,"Bachelors",13,"Separated","Craft-repair","Not-in-family","White","Male",0,0,65,"United-States","<=50K"
19,"Private",84610,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","<=50K"
24,"Private",237341,"Some-college",10,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
21,"Private",113163,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,50,"United-States","<=50K"
33,"Private",192286,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",0,0,52,"United-States","<=50K"
39,"Local-gov",236391,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,38,"United-States",">50K"
42,"Private",106679,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
35,"Private",341643,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
34,"Private",205733,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
25,"Private",208591,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
56,"Self-emp-not-inc",115422,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
31,"Private",91964,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
45,"Private",107682,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
19,"Private",389942,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
35,"Private",196899,"Bachelors",13,"Never-married","Handlers-cleaners","Not-in-family","Asian-Pac-Islander","Female",0,0,50,"Haiti","<=50K"
58,"Private",212534,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
61,"Private",71209,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
41,"Private",344624,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States",">50K"
28,"Private",282389,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
28,"Private",64940,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","<=50K"
41,"Private",39581,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,24,"El-Salvador","<=50K"
50,"Private",206862,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States",">50K"
46,"Private",216934,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"Portugal","<=50K"
66,"Private",174491,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
25,"Private",220220,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,45,"United-States","<=50K"
47,"Private",266860,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,65,"United-States",">50K"
41,"Private",159549,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"Private",195248,"Some-college",10,"Never-married","Sales","Own-child","Other","Female",0,0,20,"United-States","<=50K"
70,"?",306563,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private",71860,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
41,"Self-emp-inc",94113,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
51,"Self-emp-not-inc",208003,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
22,"Private",113550,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
47,"Private",83046,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
50,"Private",128798,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
29,"Self-emp-inc",104737,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
32,"Private",281540,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States","<=50K"
24,"Local-gov",126613,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,20,"United-States","<=50K"
32,"Self-emp-not-inc",34572,"HS-grad",9,"Divorced","Farming-fishing","Not-in-family","White","Male",0,0,65,"United-States","<=50K"
38,"Private",359001,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,42,"United-States","<=50K"
50,"Private",167886,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
32,"Private",199416,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
42,"Private",226902,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States",">50K"
59,"Private",99131,"Masters",14,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",">50K"
52,"Local-gov",186117,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,56,"United-States",">50K"
29,"State-gov",67053,"HS-grad",9,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Thailand","<=50K"
39,"Private",325374,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
43,"Private",111949,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,35,"United-States","<=50K"
28,"Private",204600,"HS-grad",9,"Separated","Protective-serv","Other-relative","White","Male",0,0,40,"United-States","<=50K"
41,"Private",175642,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
58,"Private",203735,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
23,"Private",152189,"Assoc-acdm",12,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"State-gov",85874,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
67,"?",37170,"7th-8th",4,"Divorced","?","Not-in-family","White","Male",0,0,3,"United-States","<=50K"
33,"Private",173248,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,35,"United-States","<=50K"
19,"Private",102723,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
90,"?",166343,"1st-4th",2,"Widowed","?","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
20,"?",210474,"Some-college",10,"Never-married","?","Own-child","White","Female",0,0,15,"United-States","<=50K"
21,"Private",107452,"HS-grad",9,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United-States","<=50K"
57,"Private",104272,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Private",128715,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
26,"Self-emp-not-inc",37023,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,78,"United-States","<=50K"
44,"Private",68748,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United-States","<=50K"
26,"Private",68895,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,50,"Mexico","<=50K"
36,"Private",111128,"Some-college",10,"Separated","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States",">50K"
29,"Private",119429,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
28,"Private",73037,"10th",6,"Never-married","Transport-moving","Unmarried","White","Male",0,0,30,"United-States","<=50K"
61,"Self-emp-not-inc",84409,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
33,"Private",168030,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,32,"United-States","<=50K"
82,"Self-emp-inc",130329,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
43,"State-gov",164790,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","Black","Male",0,0,50,"United-States",">50K"
68,"Self-emp-not-inc",365020,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
30,"Private",101266,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"?",361838,"Bachelors",13,"Married-civ-spouse","?","Wife","White","Female",0,0,6,"United-States",">50K"
41,"State-gov",283917,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
22,"?",210802,"Some-college",10,"Never-married","?","Not-in-family","Black","Female",0,0,35,"United-States","<=50K"
42,"Private",134509,"Some-college",10,"Never-married","Transport-moving","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
65,"Private",398001,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
41,"Local-gov",169995,"Some-college",10,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
48,"Private",174533,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
43,"Private",273230,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
47,"Private",209320,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
43,"Private",247162,"Assoc-acdm",12,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
18,"Private",184693,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,20,"Mexico","<=50K"
38,"Private",95654,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,60,"United-States","<=50K"
67,"Private",89346,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
17,"Private",32763,"10th",6,"Never-married","Other-service","Own-child","White","Male",0,0,15,"United-States","<=50K"
29,"Private",53271,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Private",211424,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",">50K"
21,"Private",126613,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
50,"?",123044,"Masters",14,"Married-civ-spouse","?","Husband","White","Male",0,0,60,"United-States",">50K"
23,"Private",193090,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
25,"Private",181896,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
46,"Local-gov",213668,"11th",7,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
17,"Private",25690,"10th",6,"Never-married","Other-service","Own-child","White","Female",0,0,10,"United-States","<=50K"
39,"Private",121468,"Bachelors",13,"Never-married","Exec-managerial","Own-child","Asian-Pac-Islander","Female",0,0,35,"United-States","<=50K"
73,"Self-emp-inc",191540,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
54,"State-gov",137065,"Doctorate",16,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",">50K"
20,"Private",71475,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
43,"Private",129853,"10th",6,"Never-married","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
55,"State-gov",111130,"Assoc-acdm",12,"Divorced","Adm-clerical","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
27,"Private",140863,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
62,"?",199198,"11th",7,"Divorced","?","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
31,"Private",231826,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,52,"Mexico","<=50K"
42,"Private",34037,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
33,"Private",112900,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
28,"Private",200733,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"Private",22494,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
35,"Private",77146,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
40,"Self-emp-inc",218558,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
54,"Self-emp-not-inc",200960,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
39,"Private",188069,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"?","<=50K"
31,"Private",234976,"11th",7,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,48,"United-States","<=50K"
29,"Private",349116,"HS-grad",9,"Separated","Sales","Unmarried","White","Female",0,0,25,"United-States","<=50K"
27,"Private",185127,"Assoc-voc",11,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
52,"Private",98752,"9th",5,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
50,"Local-gov",218382,"Some-college",10,"Divorced","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
51,"Private",153486,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States",">50K"
51,"Federal-gov",174102,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
61,"Private",241013,"7th-8th",4,"Widowed","Farming-fishing","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
41,"?",152880,"HS-grad",9,"Divorced","?","Not-in-family","Black","Female",0,0,28,"United-States","<=50K"
31,"Private",263561,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
69,"Self-emp-not-inc",76968,"9th",5,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,25,"United-States","<=50K"
42,"Self-emp-not-inc",33795,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
52,"Private",400004,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
29,"Private",192384,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
32,"Private",113838,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Private",126946,"Some-college",10,"Separated","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
60,"State-gov",352156,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
70,"Self-emp-not-inc",205860,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States","<=50K"
33,"Private",250782,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States","<=50K"
28,"Private",177955,"11th",7,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"Mexico","<=50K"
32,"Private",198660,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
18,"Private",168740,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K"
45,"Private",199625,"Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,20,"United-States","<=50K"
38,"Private",208379,"Bachelors",13,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,8,"United-States","<=50K"
37,"Private",113120,"Assoc-voc",11,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
50,"Private",174655,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
30,"?",298577,"HS-grad",9,"Never-married","?","Own-child","White","Male",0,0,30,"United-States","<=50K"
39,"Private",257942,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
46,"Private",368561,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",">50K"
50,"Private",94885,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States",">50K"
32,"Private",192565,"11th",7,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States","<=50K"
23,"Local-gov",220912,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
26,"Private",184120,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
43,"Self-emp-inc",170785,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K"
37,"State-gov",108293,"Assoc-acdm",12,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,38,"United-States","<=50K"
42,"Private",572751,"Preschool",1,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Nicaragua","<=50K"
40,"Private",119225,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
26,"Private",134888,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Female",0,0,35,"United-States","<=50K"
41,"Private",88368,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
49,"State-gov",122066,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
34,"Private",48014,"Bachelors",13,"Separated","Exec-managerial","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
43,"Private",236985,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States","<=50K"
21,"?",277700,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,20,"United-States","<=50K"
35,"Private",207568,"10th",6,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
29,"Private",192283,"Some-college",10,"Never-married","Other-service","Other-relative","White","Female",0,0,20,"United-States","<=50K"
17,"Private",321880,"10th",6,"Never-married","Other-service","Own-child","Black","Male",0,0,15,"United-States","<=50K"
24,"Private",127647,"Some-college",10,"Separated","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States","<=50K"
30,"Private",251120,"7th-8th",4,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,38,"United-States","<=50K"
28,"Private",113870,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
62,"Without-pay",170114,"Assoc-acdm",12,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
26,"Private",206307,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
57,"Federal-gov",170603,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Private",205359,"11th",7,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,32,"United-States","<=50K"
30,"Private",398662,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
22,"Private",56582,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
57,"Self-emp-not-inc",152030,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,25,"United-States",">50K"
47,"Private",227310,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
32,"Private",160634,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
37,"Private",222450,"11th",7,"Married-spouse-absent","Other-service","Other-relative","White","Male",0,0,40,"El-Salvador","<=50K"
48,"State-gov",106377,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,65,"United-States",">50K"
24,"Private",258730,"HS-grad",9,"Divorced","Other-service","Own-child","White","Female",0,0,40,"Japan","<=50K"
33,"Private",58305,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
54,"Private",68985,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",">50K"
35,"Private",144608,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
31,"Private",150441,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
37,"Private",189251,"Doctorate",16,"Separated","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
36,"Private",77820,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
23,"Private",156513,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United-States","<=50K"
24,"Private",283092,"11th",7,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,35,"Jamaica","<=50K"
22,"Private",175883,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
20,"Private",305446,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,30,"United-States","<=50K"
19,"Private",351802,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,35,"United-States","<=50K"
35,"Self-emp-inc",175769,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,65,"United-States",">50K"
50,"Private",279461,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
47,"Self-emp-inc",206947,"Assoc-acdm",12,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,67,"United-States","<=50K"
